name,capital,labor
391,8666.666667,6428.571429
392,8000,0
393,15000,0
394,0,7428.571429
395,10000,2142.857143
396,133.3333333,15142.85714
397,42800,11428.57143
398,0,3714.285714
399,666.6666667,8014.285714
400,11433.33333,0
401,833.3333333,14285.71429
402,6263.333333,0
403,5866.666667,7428.571429
404,28000,0
405,14000,0
406,13000,5428.571429
407,4160,2142.857143
408,4173.333333,5354.285714
409,2220,0
410,7346.666667,0
411,18706.66667,18285.71429
412,12583.33333,857.1428571
413,12223.33333,11595.71429
414,14133.33333,12844.28571
415,25833.33333,0
416,8980,6395.714286
417,250,12857.14286
418,4286.666667,428.5714286
419,2306.666667,214.2857143
420,3333.333333,1335.714286
421,0,2857.142857
422,4080,7142.857143
423,4000,5714.285714
424,4633.333333,0
425,2166.666667,14857.14286
426,10266.66667,8228.571429
427,36466.66667,50000
428,133.3333333,20714.28571
429,3820,10414.28571
430,50,10714.28571
431,13506.66667,11468.57143
432,0,12000
433,0,10428.57143
434,5366.666667,0
435,47000,10428.57143
436,14000,21000
437,0,1472.857143
438,3333.333333,0
439,1000,1071.428571
440,1333.333333,1857.142857
441,100,10714.28571
442,133.3333333,2857.142857
443,2433.333333,4142.857143
444,3000,2142.857143
445,26716.66667,244.2857143
446,8980,1857.142857
447,4160,1428.571429
448,500,7571.428571
449,3266.666667,12000
450,18506.66667,0
451,0,2857.142857
452,7093.333333,1714.285714
453,15986.66667,0
454,9800,8657.142857
455,216.6666667,142.8571429
456,13640,1857.142857
457,6866.666667,0
458,13420,6392.857143
459,8496.666667,0
460,12640,3428.571429
461,11366.66667,0
462,16353.33333,3142.857143
463,1600,2857.142857
464,2903.333333,7427.142857
465,2676.666667,1714.285714
466,10520,12437.14286
467,2716.666667,6285.714286
468,28473.33333,15261.42857
469,8563.333333,5794.285714
470,1333.333333,10714.28571
471,16266.66667,0
472,8333.333333,10000
473,23333.33333,8571.428571
474,5520,0
475,20,6428.571429
476,4546.666667,2667.142857
477,11306.66667,357.1428571
478,17466.66667,13428.57143
479,5033.333333,7714.285714
480,15733.33333,12571.42857
481,20000,11000
482,1666.666667,1942.857143
483,1600,0
484,0,9714.285714
485,666.6666667,10285.71429
486,12813.33333,0
487,0,11142.85714
488,1266.666667,9714.285714
489,200,1714.285714
490,16666.66667,11428.57143
491,1990,1704.285714
492,13083.33333,5890
493,0,9425.714286
494,7333.333333,11142.85714
495,6083.333333,7714.285714
496,12470,10868.57143
497,2380,1571.428571
498,7066.666667,0
499,45516.66667,0
500,9933.333333,11428.57143
501,5000,5661.428571
502,23.33333333,4170
503,3833.333333,7857.142857
504,5960,0
505,0,8571.428571
506,6900,2857.142857
507,2000,9928.571429
508,23333.33333,7857.142857
509,8000,7571.428571
510,6666.666667,8571.428571
511,9416.666667,4857.142857
512,10666.66667,0
513,4493.333333,1714.285714
514,10000,5714.285714
515,6666.666667,6857.142857
516,5000,17142.85714
517,666.6666667,21857.14286
518,11123.33333,1142.857143
519,500,5114.285714
520,17876.66667,0
521,9666.666667,0
522,16000,0
523,26666.66667,0
524,373.3333333,7142.857143
525,166.6666667,5714.285714
526,1400,285.7142857
527,2400,0
528,13833.33333,7142.857143
529,4000,1428.571429
530,10000,27857.14286
531,0,7571.428571
532,0,1428.571429
533,0,10285.71429
534,21000,0
535,5000,6000
536,0,7142.857143
537,2040,0
538,0,14500
539,14080,42.85714286
540,13733.33333,9142.857143
541,126.6666667,9828.571429
542,0,9000
543,3066.666667,8571.428571
544,2216.666667,7000
545,100,16285.71429
546,7170,0
547,10866.66667,17142.85714
548,2126.666667,9881.428571
549,30166.66667,20714.28571
550,7903.333333,3332.857143
551,0,7142.857143
552,3333.333333,8571.428571
553,26916.66667,9074.285714
554,3283.333333,0
555,2903.333333,6571.428571
556,6906.666667,0
557,2906.666667,0
558,0,14698.57143
559,28333.33333,18571.42857
560,3630,17908.57143
561,9066.666667,9285.714286
562,15160,0
563,4883.333333,12857.14286
564,100,12511.42857
565,1600,11428.57143
566,18333.33333,8571.428571
567,0,18571.42857
568,12800,457.1428571
569,0,3428.571429
570,6540,0
571,12466.66667,5051.428571
572,7446.666667,7165.714286
573,1416.666667,9285.714286
574,38166.66667,15857.14286
575,23333.33333,8642.857143
576,1150,14361.42857
577,1123.333333,17637.14286
578,34833.33333,12857.14286
579,24633.33333,16357.14286
580,11506.66667,12428.57143
581,7236.666667,11714.28571
582,12000,38571.42857
583,0,28571.42857
584,496.6666667,12478.57143
585,620,14285.71429
586,17250,9357.142857
587,5000,20000
588,15400,0
589,4920,0
590,18183.33333,0
591,3533.333333,6428.571429
592,166.6666667,18571.42857
593,8666.666667,0
594,18000,7428.571429
595,41500,17142.85714
596,21346.66667,185.7142857
597,25733.33333,8571.428571
598,9000,910
599,12166.66667,0
600,5300,45.71428571
601,1666.666667,5714.285714
602,4800,0
603,6333.333333,2357.142857
604,1000,18928.57143
605,12290,9000
606,6000,18342.85714
607,3333.333333,19714.28571
608,13333.33333,10000
609,0,8142.857143
610,12000,5250
611,3440,0
612,133.3333333,14560
613,3333.333333,12857.14286
614,1333.333333,9714.285714
615,8373.333333,3285.714286
616,5666.666667,0
617,2466.666667,15000
618,30000,11428.57143
619,10250,12142.85714
620,9553.333333,2428.571429
621,2680,714.2857143
622,0,8571.428571
623,0,15714.28571
624,43333.33333,928.5714286
625,500,17235.71429
626,1166.666667,10000
627,11666.66667,13571.42857
628,7000,35857.14286
629,0,22857.14286
630,15000,7142.857143
631,15990,9285.714286
632,15463.33333,10142.85714
633,47533.33333,6571.428571
634,19333.33333,9285.714286
635,18916.66667,17857.14286
636,5920,0
637,20190,0
638,4110,2571.428571
639,16540,0
640,40093.33333,16531.42857
641,11000,12142.85714
642,5120,0
643,5866.666667,107.1428571
644,80653.33333,20924.28571
645,4803.333333,0
646,16633.33333,0
647,8200,0
648,1166.666667,8571.428571
649,0,41285.71429
650,0,9285.714286
651,1333.333333,12714.28571
652,4493.333333,0
653,8333.333333,22571.42857
654,7333.333333,21428.57143
655,44933.33333,19600
656,3343.333333,13428.57143
657,0,11142.85714
658,1483.333333,13678.57143
659,1416.666667,18000
660,8100,14857.14286
661,16666.66667,17142.85714
662,17520,12722.85714
663,9020,12142.85714
664,11833.33333,857.1428571
665,0,16000
666,11876.66667,16791.42857
667,5000,11737.14286
668,3933.333333,1914.285714
669,0,14714.28571
670,2533.333333,0
671,833.3333333,8514.285714
672,3000,3571.428571
673,666.6666667,11428.57143
674,11666.66667,15714.28571
675,0,5714.285714
676,1046.666667,8571.428571
677,5556.666667,0
678,19166.66667,14628.57143
679,5080,0
680,0,1714.285714
681,2370,5571.428571
682,5146.666667,0
683,2880,0
684,6666.666667,7142.857143
685,24000,10285.71429
686,10346.66667,7794.285714
687,6886.666667,6528.571429
688,14600,0
689,583.3333333,10857.14286
690,466.6666667,17071.42857
691,0,9214.285714
692,3000,7142.857143
693,11410,6240
694,6340,2718.571429
695,0,10714.28571
696,6000,9428.571429
697,433.3333333,10071.42857
698,0,9285.714286
699,166.6666667,9714.285714
700,7240,0
701,5500,3377.142857
702,3000,7857.142857
703,0,25714.28571
704,0,5428.571429
705,4693.333333,8857.142857
706,1566.666667,15692.85714
707,1766.666667,3571.428571
708,466.6666667,10714.28571
709,0,11428.57143
710,1000,10714.28571
711,0,12485.71429
712,12366.66667,10000
713,1136.666667,8428.571429
714,25840,0
715,33820,35.71428571
716,13200,11485.71429
717,20666.66667,20714.28571
718,666.6666667,7971.428571
719,12376.66667,61.42857143
720,6343.333333,857.1428571
721,23750,8571.428571
722,1500,6571.428571
723,1600,8571.428571
724,11406.66667,9785.714286
725,66.66666667,22857.14286
726,16133.33333,7357.142857
727,24806.66667,9000
728,5230,9828.571429
729,23.33333333,7920
730,16666.66667,11428.57143
731,15333.33333,1435.714286
732,4333.333333,13142.85714
733,0,9942.857143
734,3733.333333,5685.714286
735,18333.33333,16571.42857
736,2333.333333,14285.71429
737,0,8558.571429
738,0,7857.142857
739,16533.33333,0
740,0,11861.42857
741,11000,0
742,1000,8571.428571
743,4083.333333,500
744,36.66666667,13714.28571
745,56846.66667,9238.571429
746,4266.666667,11428.57143
747,2000,35571.42857
748,8200,3285.714286
749,0,12714.28571
750,0,17142.85714
751,-6666.666667,7142.857143
752,0,8857.142857
753,10400,9428.571429
754,2910,5600
755,5046.666667,6835.714286
756,0,5714.285714
757,13333.33333,8571.428571
758,10243.33333,11285.71429
759,1600,25142.85714
760,29333.33333,12857.14286
761,13333.33333,12142.85714
762,30666.66667,0
763,0,14428.57143
764,3000,0
765,13000,11428.57143
766,6000,0
767,6000,0
768,1000,9285.714286
769,12000,24285.71429
770,6433.333333,6985.714286
771,840,5202.857143
772,11666.66667,7571.428571
773,7393.333333,0
774,4866.666667,13428.57143
775,66.66666667,18571.42857
776,33530,16402.85714
777,17333.33333,12857.14286
778,63333.33333,28285.71429
779,37633.33333,8214.285714
780,83.33333333,4285.714286
781,4333.333333,14285.71429
782,28393.33333,16402.85714
783,0,15714.28571
784,17666.66667,10000
785,17123.33333,9190
786,2800,428.5714286
787,6800,0
788,8493.333333,0
789,28140,11914.28571
790,10000,21428.57143
791,16666.66667,0
792,7666.666667,0
793,8100,11714.28571
794,0,8571.428571
795,7740,9000
796,0,10000
797,3333.333333,20000
798,16873.33333,2925.714286
799,16960,0
800,6303.333333,1857.142857
801,41700,0
802,3106.666667,0
803,32666.66667,0
804,17613.33333,0
805,11053.33333,371.4285714
806,22383.33333,12407.14286
807,10666.66667,6000
808,3333.333333,10000
809,0,4392.857143
810,20000,10000
811,8333.333333,5000
812,35740,0
813,0,9075.714286
814,14800,11571.42857
815,9706.666667,9142.857143
816,13333.33333,11285.71429
817,1333.333333,13142.85714
818,666.6666667,20285.71429
819,7880,71.42857143
820,12333.33333,16142.85714
821,23150,571.4285714
822,4666.666667,13857.14286
823,2720,0
824,7800,285.7142857
825,0,11365.71429
826,0,5285.714286
827,15666.66667,12014.28571
828,12400,0
829,4116.666667,11428.57143
830,0,10000
831,32196.66667,11142.85714
832,17603.33333,0
833,8000,6714.285714
834,5973.333333,15714.28571
835,0,9285.714286
836,13000,0
837,0,11428.57143
838,1666.666667,14285.71429
839,7083.333333,3602.857143
840,8000,7142.857143
841,3160,0
842,17666.66667,7571.428571
843,0,8857.142857
844,1866.666667,7142.857143
845,2000,428.5714286
846,2000,0
847,5120,0
848,766.6666667,3285.714286
849,10000,1857.142857
850,13933.33333,9742.857143
851,66.66666667,11285.71429
852,283.3333333,12000
853,333.3333333,2000
854,25166.66667,43857.14286
855,33416.66667,17500
856,666.6666667,10142.85714
857,9480,0
858,3043.333333,4397.142857
859,24606.66667,4714.285714
860,27833.33333,0
861,9466.666667,15514.28571
862,0,14285.71429
863,15666.66667,9214.285714
864,43333.33333,0
865,0,7857.142857
866,8800,12857.14286
867,4000,10092.85714
868,21200,9085.714286
869,1436.666667,10000
870,13400,28.57142857
871,12666.66667,0
872,0,6428.571429
873,0,6428.571429
874,10286.66667,6211.428571
875,12333.33333,15714.28571
876,0,6142.857143
877,4816.666667,3082.857143
878,13213.33333,0
879,6800,6785.714286
880,1333.333333,17571.42857
881,0,20571.42857
882,0,6885.714286
883,6310,1428.571429
884,20000,4285.714286
885,0,4571.428571
886,10260,0
887,4373.333333,2107.142857
888,833.3333333,2571.428571
889,14166.66667,12857.14286
890,11633.33333,18571.42857
891,13833.33333,0
892,0,15714.28571
893,320,7142.857143
894,5600,2121.428571
895,2883.333333,4764.285714
896,3773.333333,385.7142857
897,2000,32857.14286
898,6666.666667,7714.285714
899,12380,9534.285714
900,3840,0
901,0,4285.714286
902,833.3333333,3214.285714
903,1333.333333,11428.57143
904,8600,13451.42857
905,20196.66667,13104.28571
906,2966.666667,5344.285714
907,8500,11357.14286
908,0,11142.85714
909,4666.666667,10571.42857
910,11213.33333,0
911,0,2748.571429
912,20353.33333,15428.57143
913,4613.333333,10857.14286
914,19933.33333,9714.285714
915,23333.33333,0
916,2800,9857.142857
917,38826.66667,0
918,9483.333333,0
919,0,15142.85714
920,12333.33333,9000
921,66.66666667,17142.85714
922,416.6666667,23000
923,36683.33333,0
924,13600,0
925,8700,0
926,1706.666667,1842.857143
927,2000,4285.714286
928,7670,0
929,23776.66667,10942.85714
930,0,2857.142857
931,2713.333333,0
932,45833.33333,16071.42857
933,9600,0
934,3000,17142.85714
935,0,4428.571429
936,1666.666667,2857.142857
937,4666.666667,9857.142857
938,400,3571.428571
939,27933.33333,6857.142857
940,0,8571.428571
941,9666.666667,0
942,10300,9214.285714
943,8503.333333,0
944,19600,6857.142857
945,1000,2714.285714
946,0,6571.428571
947,2266.666667,3285.714286
948,0,2528.571429
949,6666.666667,1714.285714
950,3000,2285.714286
951,3863.333333,20487.14286
952,6556.666667,14.28571429
953,30,6000
954,0,5714.285714
955,6080,0
956,24613.33333,3271.428571
957,18053.33333,2142.857143
958,6586.666667,0
959,0,8120
960,7333.333333,3285.714286
961,6146.666667,9657.142857
962,5333.333333,14285.71429
963,0,11428.57143
964,1000,12142.85714
965,4000,17857.14286
966,10000,15714.28571
967,2666.666667,5714.285714
968,2666.666667,285.7142857
969,13900,5057.142857
970,500,20042.85714
971,24030,12285.71429
972,17333.33333,8928.571429
973,6440,0
974,23140,1714.285714
975,30000,857.1428571
976,6666.666667,24285.71429
977,14000,7785.714286
978,3413.333333,5200
979,0,6171.428571
980,6353.333333,0
981,0,8571.428571
982,1633.333333,8571.428571
983,14880,0
984,50493.33333,0
985,3013.333333,668.5714286
986,0,9285.714286
987,25200,13428.57143
988,0,12857.14286
989,20683.33333,4142.857143
990,16.66666667,11261.42857
991,500,6785.714286
992,33.33333333,11157.14286
993,9043.333333,27107.14286
994,13500,9142.857143
995,11333.33333,11714.28571
996,21886.66667,16508.57143
997,11000,12857.14286
998,1333.333333,14285.71429
999,5000,25714.28571
1000,5333.333333,7000
1001,16666.66667,9857.142857
1002,83.33333333,5524.285714
1003,0,12608.57143
1004,55283.33333,93557.14286
1005,0,20100
1006,3933.333333,21428.57143
1007,500,13714.28571
1008,9760,0
1009,3916.666667,18727.14286
1010,8753.333333,0
1011,2333.333333,22857.14286
1012,23266.66667,15714.28571
1013,17333.33333,17857.14286
1014,3936.666667,11428.57143
1015,16960,8171.428571
1016,13333.33333,14285.71429
1017,0,3771.428571
1018,0,471.4285714
1019,0,497.1428571
1020,6350,4421.428571
1021,4333.333333,9857.142857
1022,11000,3928.571429
1023,1990,15375.71429
1024,23813.33333,7838.571429
1025,1966.666667,1285.714286
1026,10000,17857.14286
1027,26830,0
1028,10683.33333,7571.428571
1029,0,10285.71429
1030,6483.333333,0
1031,7903.333333,5444.285714
1032,4773.333333,0
1033,666.6666667,2400
1034,666.6666667,10098.57143
1035,15000,0
1036,58933.33333,12457.14286
1037,12000,7142.857143
1038,3133.333333,0
1039,4740,0
1040,5053.333333,0
1041,4000,0
1042,0,8571.428571
1043,9133.333333,5085.714286
1044,20253.33333,14285.71429
1045,3333.333333,7141.428571
1046,5600,10642.85714
1047,9333.333333,428.5714286
1048,13953.33333,0
1049,0,2967.142857
1050,0,5571.428571
1051,21210,4324.285714
1052,4160,0
1053,853.3333333,6757.142857
1054,716.6666667,13328.57143
1055,17286.66667,18.57142857
1056,13763.33333,692.8571429
1057,21666.66667,10714.28571
1058,56000,28571.42857
1059,5666.666667,14000
1060,6666.666667,27571.42857
1061,17000,35714.28571
1062,0,17142.85714
1063,50900,12857.14286
1064,2640,7314.285714
1065,3346.666667,5251.428571
1066,3000,7142.857143
1067,6333.333333,5142.857143
1068,4800,4660
1069,2000,928.5714286
1070,1500,9928.571429
1071,15000,6857.142857
1072,7333.333333,6000
1073,16043.33333,10624.28571
1074,0,18571.42857
1075,25653.33333,0
1076,0,14285.71429
1077,666.6666667,8571.428571
1078,666.6666667,12902.85714
1079,0,8428.571429
1080,7500,18191.42857
1081,0,8678.571429
1082,24000,21000
1083,5573.333333,6471.428571
1084,2350,7428.571429
1085,3050,13714.28571
1086,8333.333333,6642.857143
1087,23333.33333,9457.142857
1088,666.6666667,15000
1089,0,14285.71429
1090,0,9857.142857
1091,2766.666667,15000
1092,250,18000
1093,3333.333333,3571.428571
1094,14000,2142.857143
1095,0,5195.714286
1096,4666.666667,2857.142857
1097,8333.333333,5100
1098,0,7837.142857
1099,0,6071.428571
1100,0,5000
1101,0,5571.428571
1102,666.6666667,8571.428571
1103,0,7142.857143
1104,7903.333333,0
1105,11006.66667,0
1106,0,8485.714286
1107,666.6666667,14285.71429
1108,2750,21535.71429
1109,6176.666667,2357.142857
1110,16666.66667,28571.42857
1111,33333.33333,0
1112,9250,3027.142857
1113,1333.333333,2571.428571
1114,1666.666667,9142.857143
1115,0,15571.42857
1116,2366.666667,3285.714286
1117,0,13571.42857
1118,5653.333333,0
1119,666.6666667,5752.857143
1120,0,10714.28571
1121,39866.66667,0
1122,10680,0
1123,0,12857.14286
1124,11400,0
1125,12880,428.5714286
1126,5000,857.1428571
1127,3493.333333,0
1128,1833.333333,1428.571429
1129,1666.666667,744.2857143
1130,1890,3071.428571
1131,20700,0
1132,2920,0
1133,6803.333333,0
1134,4160,2428.571429
1135,7023.333333,371.4285714
1136,0,3428.571429
1137,4000,342.8571429
1138,6680,2357.142857
1139,5440,5571.428571
1140,0,11571.42857
1141,2633.333333,13357.14286
1142,2833.333333,11891.42857
1143,1500,11571.42857
1144,1266.666667,2571.428571
1145,3600,11714.28571
1146,8173.333333,4857.142857
1147,0,15714.28571
1148,14850,13464.28571
1149,30000,7857.142857
1150,3250,15642.85714
1151,26426.66667,9285.714286
1152,3120,1142.857143
1153,0,3514.285714
1154,2160,8601.428571
1155,0,9571.428571
1156,3333.333333,8714.285714
1157,28223.33333,0
1158,1380,2142.857143
1159,2526.666667,2234.285714
1160,0,5500
1161,16280,20880
1162,10130,6515.714286
1163,0,9000
1164,400,5285.714286
1165,14866.66667,7857.142857
1166,3400,0
1167,4200,0
1168,15000,10000
1169,45120,32285.71429
1170,13000,7428.571429
1171,4766.666667,1714.285714
1172,10000,7857.142857
1173,41576.66667,6842.857143
1174,10200,12771.42857
1175,63413.33333,3571.428571
1176,2300,16767.14286
1177,0,12228.57143
1178,1000,16428.57143
1179,3000,0
1180,800,10000
1181,4416.666667,10000
1182,1333.333333,9214.285714
1183,0,12428.57143
1184,0,24285.71429
1185,13366.66667,0
1186,21233.33333,0
1187,10000,0
1188,6616.666667,5821.428571
1189,2680,0
1190,166.6666667,14142.85714
1191,0,13714.28571
1192,22166.66667,11700
1193,18333.33333,9285.714286
1194,11500,5000
1195,5513.333333,12142.85714
1196,8346.666667,0
1197,11483.33333,9285.714286
1198,1166.666667,10428.57143
1199,2583.333333,22000
1200,83.33333333,11000
1201,22333.33333,0
1202,8333.333333,285.7142857
1203,7580,0
1204,7400,0
1205,16933.33333,11428.57143
1206,16783.33333,2442.857143
1207,0,9571.428571
1208,2600,8142.857143
1209,0,17142.85714
1210,0,10714.28571
