name,capital,labor
1211,14403.33333,0
1212,0,18571.42857
1213,6000,8685.714286
1214,5946.666667,857.1428571
1215,2470,7142.857143
1216,12000,5714.285714
1217,400,3464.285714
1218,9066.666667,6114.285714
1219,7073.333333,6968.571429
1220,6566.666667,5792.857143
1221,0,2714.285714
1222,19666.66667,0
1223,14000,13014.28571
1224,283.3333333,2285.714286
1225,4000,0
1226,15666.66667,9285.714286
1227,19666.66667,16714.28571
1228,916.6666667,7142.857143
1229,583.3333333,7142.857143
1230,14853.33333,8571.428571
1231,11646.66667,0
1232,6100,12687.14286
1233,18520,9428.571429
1234,20533.33333,5000
1235,3133.333333,5800
1236,8133.333333,7942.857143
1237,5066.666667,500
1238,0,4324.285714
1239,18980,0
1240,2666.666667,6520
1241,216.6666667,15714.28571
1242,0,10000
1243,16000,0
1244,0,5714.285714
1245,0,5000
1246,2200,74.28571429
1247,2480,0
1248,6466.666667,10571.42857
1249,7923.333333,371.4285714
1250,11333.33333,0
1251,7626.666667,0
1252,74160,9428.571429
1253,5200,9714.285714
1254,9350,5714.285714
1255,35000,1714.285714
1256,45033.33333,13500
1257,3333.333333,17142.85714
1258,23333.33333,6142.857143
1259,10500,6428.571429
1260,83.33333333,15714.28571
1261,25740,0
1262,5533.333333,7142.857143
1263,21666.66667,0
1264,1666.666667,4285.714286
1265,5570,428.5714286
1266,24900,15042.85714
1267,8333.333333,5714.285714
1268,13346.66667,285.7142857
1269,10000,4285.714286
1270,13333.33333,1428.571429
1271,0,1571.428571
1272,13333.33333,4285.714286
1273,28666.66667,2857.142857
1274,16666.66667,19000
1275,13333.33333,10000
1276,20000,12857.14286
1277,25450,3857.142857
1278,2933.333333,11142.85714
1279,15200,0
1280,38666.66667,18571.42857
1281,14200,11428.57143
1282,20000,9285.714286
1283,1000,21428.57143
1284,20000,20000
1285,0,25714.28571
1286,666.6666667,13714.28571
1287,3333.333333,7857.142857
1288,9800,2857.142857
1289,4666.666667,8571.428571
1290,23000,1714.285714
1291,10666.66667,4714.285714
1292,18393.33333,5567.142857
1293,18263.33333,10701.42857
1294,1953.333333,5730
1295,11666.66667,6428.571429
1296,15946.66667,5485.714286
1297,26000,64285.71429
1298,2680,4.285714286
1299,1380,6428.571429
1300,6473.333333,8742.857143
1301,8700,16714.28571
1302,9380,3782.857143
1303,7680,2142.857143
1304,19000,7250
1305,166.6666667,35714.28571
1306,14266.66667,8928.571429
1307,6000,7142.857143
1308,4240,0
1309,11666.66667,11428.57143
1310,15760,5697.142857
1311,12066.66667,8571.428571
1312,0,8285.714286
1313,4133.333333,12857.14286
1314,0,16428.57143
1315,32546.66667,0
1316,6000,0
1317,6200,7857.142857
1318,10666.66667,0
1319,0,7428.571429
1320,0,35714.28571
1321,23000,13285.71429
1322,24066.66667,10714.28571
1323,7000,13214.28571
1324,8866.666667,0
1325,25000,0
1326,34513.33333,0
1327,2203.333333,15000
1328,5366.666667,0
1329,17166.66667,8571.428571
1330,15793.33333,0
1331,0,17087.14286
1332,6950,5300
1333,0,8214.285714
1334,2650,6792.857143
1335,400,32857.14286
1336,6800,0
1337,0,15500
1338,0,19714.28571
1339,19000,11857.14286
1340,12160,360
1341,166.6666667,10000
1342,3716.666667,7142.857143
1343,666.6666667,7142.857143
1344,5586.666667,9000
1345,36083.33333,14535.71429
1346,11680,0
1347,4033.333333,4857.142857
1348,2040,142.8571429
1349,10323.33333,5000
1350,27516.66667,12028.57143
1351,108266.6667,14857.14286
1352,49840,17354.28571
1353,24000,10285.71429
1354,49290,14590
1355,5666.666667,22857.14286
1356,6560,0
1357,0,5357.142857
1358,8773.333333,4457.142857
1359,2666.666667,7142.857143
1360,4000,11142.85714
1361,7760,0
1362,0,12857.14286
1363,13333.33333,5714.285714
1364,986.6666667,4442.857143
1365,14520,0
1366,0,11857.14286
1367,0,5428.571429
1368,1333.333333,15000
1369,10366.66667,0
1370,11466.66667,34285.71429
1371,17666.66667,0
1372,3333.333333,9714.285714
1373,10000,7440
1374,666.6666667,5571.428571
1375,8120,0
1376,30546.66667,8742.857143
1377,36666.66667,14285.71429
1378,0,10000
1379,0,10714.28571
1380,3840,1000
1381,960,2045.714286
1382,17193.33333,0
1383,6600,1028.571429
1384,0,16714.28571
1385,12043.33333,0
1386,0,5714.285714
1387,5750,7607.142857
1388,17206.66667,4982.857143
1389,0,4388.571429
1390,2333.333333,4171.428571
1391,9160,2357.142857
1392,0,6571.428571
1393,7590,1071.428571
1394,2500,4285.714286
1395,10300,11428.57143
1396,666.6666667,21428.57143
1397,6890,18332.85714
1398,27600,14285.71429
1399,11333.33333,7142.857143
1400,1666.666667,18571.42857
1401,0,15142.85714
1402,11880,8171.428571
1403,0,11428.57143
1404,1130,14285.71429
1405,0,14235.71429
1406,4000,7142.857143
1407,5853.333333,0
1408,4306.666667,0
1409,4716.666667,6000
1410,123.3333333,9142.857143
1411,1166.666667,7714.285714
1412,10106.66667,7245.714286
1413,6933.333333,10571.42857
1414,1666.666667,7405.714286
1415,4293.333333,1428.571429
1416,21320,6428.571429
1417,15496.66667,12124.28571
1418,19100,9500
1419,196.6666667,10857.14286
1420,4216.666667,0
1421,11000,2571.428571
1422,4236.666667,0
1423,10400,4828.571429
1424,0,7428.571429
1425,8640,0
1426,3450,13585.71429
1427,21000,14642.85714
1428,0,18571.42857
1429,10666.66667,21714.28571
1430,0,7000
1431,15733.33333,10000
1432,13333.33333,285.7142857
1433,11106.66667,2000
1434,6876.666667,10000
1435,1333.333333,14285.71429
1436,3100,24285.71429
1437,16666.66667,15714.28571
1438,9880,0
1439,7733.333333,114.2857143
1440,1966.666667,14714.28571
1441,2890,11428.57143
1442,13440,6571.428571
1443,4833.333333,8000
1444,1170,12000
1445,3236.666667,14785.71429
1446,25480,571.4285714
1447,4360,0
1448,5000,0
1449,5913.333333,0
1450,10333.33333,774.2857143
1451,1880,3994.285714
1452,5200,2791.428571
1453,1000,3000
1454,1976.666667,2600
1455,7693.333333,0
1456,3046.666667,0
1457,2456.666667,12857.14286
1458,7500,11785.71429
1459,6700,6071.428571
1460,16733.33333,0
1461,0,10000
1462,23333.33333,10000
1463,0,10857.14286
1464,1366.666667,10714.28571
1465,5666.666667,6857.142857
1466,27826.66667,9142.857143
1467,7923.333333,5142.857143
1468,4963.333333,1825.714286
1469,9266.666667,0
1470,7633.333333,9857.142857
1471,21393.33333,14045.71429
1472,666.6666667,5142.857143
1473,15166.66667,7071.428571
1474,2550,3335.714286
1475,16.66666667,12285.71429
1476,4333.333333,0
1477,2016.666667,1928.571429
1478,6800,142.8571429
1479,2280,8571.428571
1480,5480,0
1481,38333.33333,7142.857143
1482,11666.66667,0
1483,3420,0
1484,1926.666667,10000
1485,1333.333333,2714.285714
1486,0,6428.571429
1487,3870,0
1488,9973.333333,0
1489,11346.66667,0
1490,19066.66667,257.1428571
1491,12000,9285.714286
1492,9200,2628.571429
1493,0,11821.42857
1494,1033.333333,6428.571429
1495,21000,13884.28571
1496,5786.666667,10714.28571
1497,13640,6714.285714
1498,633.3333333,8571.428571
1499,21333.33333,11142.85714
1500,2436.666667,5228.571429
1501,3000,20142.85714
1502,8706.666667,11142.85714
1503,22750,15714.28571
1504,3333.333333,16531.42857
1505,666.6666667,11142.85714
1506,9333.333333,0
1507,9333.333333,0
1508,2400,0
1509,2666.666667,8571.428571
1510,4573.333333,0
1511,2760,0
1512,21000,28571.42857
1513,30440,13025.71429
1514,0,7642.857143
1515,0,20185.71429
1516,8000,0
1517,4076.666667,0
1518,1640,428.5714286
1519,8673.333333,514.2857143
1520,11500,5428.571429
1521,7866.666667,21428.57143
1522,833.3333333,20000
1523,23333.33333,10000
1524,10000,18571.42857
1525,5946.666667,1642.857143
1526,19120,0
1527,1280,2004.285714
1528,18363.33333,8857.142857
1529,21966.66667,8000
1530,10813.33333,2142.857143
1531,37493.33333,0
1532,0,11428.57143
1533,2753.333333,0
1534,17733.33333,10000
1535,686.6666667,8000
1536,39000,8571.428571
1537,1366.666667,8571.428571
1538,23333.33333,11000
1539,19053.33333,14285.71429
1540,0,16142.85714
1541,666.6666667,18571.42857
1542,0,27142.85714
1543,19233.33333,1214.285714
1544,10,10714.28571
1545,16433.33333,5720
1546,1000,28571.42857
1547,6666.666667,10000
1548,333.3333333,21428.57143
1549,16666.66667,4571.428571
1550,166.6666667,3428.571429
1551,16206.66667,6031.428571
1552,2433.333333,0
1553,18746.66667,0
1554,833.3333333,7177.142857
1555,3640,62.85714286
1556,10080,0
1557,4826.666667,0
1558,166.6666667,31142.85714
1559,12200,0
1560,3956.666667,0
1561,0,1285.714286
1562,24833.33333,12142.85714
1563,2093.333333,5028.571429
1564,24663.33333,3195.714286
1565,100,13571.42857
1566,2033.333333,6142.857143
1567,10133.33333,12857.14286
1568,19626.66667,0
1569,666.6666667,11857.14286
1570,9833.333333,12785.71429
1571,1720,9200
1572,0,20000
1573,173.3333333,3857.142857
1574,26666.66667,17142.85714
1575,39333.33333,0
1576,26666.66667,11428.57143
1577,480,7685.714286
1578,10073.33333,4714.285714
1579,16666.66667,5357.142857
1580,23626.66667,9931.428571
1581,18433.33333,9214.285714
1582,8980,7064.285714
1583,500,11285.71429
1584,11246.66667,9714.285714
1585,17666.66667,18571.42857
1586,8000,0
1587,6666.666667,16428.57143
1588,10333.33333,0
1589,333.3333333,14285.71429
1590,1536.666667,23571.42857
1591,8640,817.1428571
1592,173.3333333,13571.42857
1593,6666.666667,6428.571429
1594,2666.666667,8014.285714
1595,11666.66667,0
1596,833.3333333,17857.14286
1597,29200,9557.142857
1598,0,14714.28571
1599,9413.333333,0
1600,38533.33333,8571.428571
1601,11583.33333,9000
1602,6000,357.1428571
1603,83.33333333,5000
1604,133.3333333,4285.714286
1605,8783.333333,0
1606,28833.33333,0
1607,0,13045.71429
1608,17316.66667,7571.428571
1609,24000,13142.85714
1610,7050,9485.714286
1611,533.3333333,5857.142857
1612,7833.333333,14285.71429
1613,0,14285.71429
1614,3666.666667,0
1615,3933.333333,14714.28571
1616,9466.666667,9657.142857
1617,333.3333333,6614.285714
1618,21666.66667,9428.571429
1619,0,8571.428571
1620,10000,10571.42857
1621,1823.333333,1914.285714
1622,0,4428.571429
1623,8040,15395.71429
1624,11370,61428.57143
1625,63333.33333,35714.28571
1626,16773.33333,15714.28571
1627,100,13571.42857
1628,11333.33333,11428.57143
1629,1083.333333,36857.14286
1630,8926.666667,10834.28571
1631,4166.666667,571.4285714
1632,26526.66667,19285.71429
1633,4533.333333,9571.428571
1634,20666.66667,17142.85714
1635,766.6666667,15000
1636,2333.333333,5428.571429
1637,11000,3285.714286
1638,11666.66667,5371.428571
1639,10333.33333,0
1640,0,7142.857143
1641,0,71428.57143
1642,0,42857.14286
1643,3333.333333,11428.57143
1644,3000,14285.71429
1645,12980,0
1646,11243.33333,321.4285714
1647,0,6428.571429
1648,0,14290
1649,1333.333333,1000
1650,2360,5714.285714
1651,17750,3947.142857
1652,26960,1455.714286
1653,13470,14227.14286
1654,9533.333333,8314.285714
1655,7666.666667,2857.142857
1656,746.6666667,8142.857143
1657,100,17142.85714
1658,1966.666667,21428.57143
1659,2000,78571.42857
1660,0,11428.57143
1661,0,7285.714286
1662,1666.666667,42857.14286
1663,1000,1375.714286
1664,6446.666667,0
1665,15000,0
1666,1333.333333,15714.28571
1667,14410,15000
1668,14090,9432.857143
1669,0,7250
1670,6666.666667,7428.571429
1671,400,8614.285714
1672,0,8100
1673,0,2775.714286
1674,696.6666667,7935.714286
1675,4190,6808.571429
1676,6333.333333,10000
1677,21866.66667,18425.71429
1678,12666.66667,2937.142857
1679,0,6571.428571
1680,12000,0
1681,4833.333333,14285.71429
1682,19500,15000
1683,133.3333333,14285.71429
1684,14986.66667,0
1685,15200,9652.857143
1686,1333.333333,8571.428571
1687,6120,2285.714286
1688,13600,6034.285714
1689,2466.666667,6857.142857
1690,0,7800
1691,3610,11392.85714
1692,0,17857.14286
1693,10906.66667,7285.714286
1694,51143.33333,0
1695,2266.666667,12142.85714
1696,250,11428.57143
1697,5000,15571.42857
1698,26000,1428.571429
1699,0,10000
1700,133.3333333,9000
1701,0,15714.28571
1702,41463.33333,10392.85714
1703,21873.33333,7428.571429
1704,5166.666667,9342.857143
1705,2833.333333,4285.714286
1706,4910,0
1707,0,17142.85714
1708,14333.33333,14285.71429
1709,0,10714.28571
1710,0,10714.28571
1711,24500,5000
1712,5500,0
1713,3800,0
1714,6360,0
1715,0,5234.285714
1716,12290,10457.14286
1717,11510,0
1718,4663.333333,0
1719,8000,4714.285714
1720,22333.33333,7857.142857
1721,5806.666667,8382.857143
1722,1000,9857.142857
1723,13866.66667,8691.428571
1724,0,9142.857143
1725,50000,0
1726,30776.66667,5152.857143
1727,8400,14714.28571
1728,1816.666667,8857.142857
1729,17000,12000
1730,0,11142.85714
1731,0,11071.42857
1732,2000,12857.14286
1733,7330,0
1734,19386.66667,0
1735,14373.33333,0
1736,0,11600
1737,5000,4328.571429
1738,6666.666667,714.2857143
1739,333.3333333,11964.28571
1740,0,14285.71429
1741,0,4917.142857
1742,0,9285.714286
1743,666.6666667,11428.57143
1744,23333.33333,9000
1745,0,0
1746,16433.33333,0
1747,18000,1500
1748,833.3333333,8571.428571
1749,3000,10714.28571
1750,333.3333333,15714.28571
1751,4466.666667,21428.57143
1752,5130,2000
1753,0,14670
1754,3666.666667,1285.714286
1755,12333.33333,9714.285714
1756,15033.33333,0
1757,3286.666667,11428.57143
1758,2300,14000
1759,0,10000
1760,14533.33333,4885.714286
1761,8166.666667,10571.42857
1762,48973.33333,8000
1763,34856.66667,6571.428571
1764,6806.666667,2428.571429
1765,2893.333333,2000
1766,2333.333333,12857.14286
1767,0,11285.71429
1768,9233.333333,4734.285714
1769,11390,10428.57143
1770,0,4607.142857
1771,2000,17142.85714
1772,6333.333333,0
1773,0,13000
1774,1166.666667,20714.28571
1775,250,14428.57143
1776,9000,12571.42857
1777,20666.66667,6571.428571
1778,4680,0
1779,666.6666667,3428.571429
1780,29826.66667,907.1428571
1781,8000,5942.857143
1782,0,5091.428571
1783,1333.333333,23228.57143
1784,9283.333333,1428.571429
1785,1106.666667,6744.285714
1786,0,8428.571429
1787,0,8571.428571
1788,2996.666667,142.8571429
1789,14566.66667,0
1790,13510,11428.57143
1791,5400,11642.85714
1792,25666.66667,5714.285714
1793,5666.666667,9000
1794,400,9428.571429
1795,2000,0
1796,83.33333333,4285.714286
1797,11733.33333,3571.428571
1798,1200,6428.571429
1799,8666.666667,7207.142857
1800,10800,4285.714286
1801,0,12142.85714
1802,10333.33333,6428.571429
1803,0,3685.714286
1804,39000,8857.142857
1805,2310,2142.857143
1806,366.6666667,19285.71429
1807,20166.66667,13285.71429
1808,1250,14995.71429
1809,14746.66667,0
1810,6183.333333,3392.857143
1811,16733.33333,10350
1812,0,7142.857143
1813,11000,0
1814,3796.666667,0
1815,8273.333333,0
1816,3396.666667,15000
1817,1083.333333,11428.57143
1818,1666.666667,9887.142857
1819,500,12142.85714
1820,88333.33333,37857.14286
1821,5826.666667,4285.714286
1822,10000,5714.285714
1823,1710,3317.142857
1824,25486.66667,7485.714286
1825,18510,7538.571429
1826,10000,9428.571429
1827,14166.66667,13714.28571
1828,8700,9742.857143
1829,0,9714.285714
1830,7666.666667,1014.285714
1831,470,10202.85714
1832,210,12428.57143
1833,3313.333333,2428.571429
1834,11806.66667,9800
1835,7000,8428.571429
1836,6666.666667,14285.71429
1837,14666.66667,0
1838,4680,5714.285714
1839,3666.666667,1214.285714
1840,25166.66667,11480
1841,0,11428.57143
1842,0,6882.857143
1843,0,8605.714286
1844,0,12142.85714
1845,7000,0
1846,25116.66667,6685.714286
1847,11393.33333,0
1848,18333.33333,4714.285714
1849,3333.333333,11142.85714
1850,4000,7142.857143
1851,19166.66667,15714.28571
1852,233.3333333,14285.71429
1853,3500,12857.14286
1854,28166.66667,15714.28571
1855,0,15000
1856,5626.666667,0
1857,7306.666667,12857.14286
1858,41466.66667,12178.57143
1859,8520,0
1860,1833.333333,4571.428571
1861,20333.33333,0
1862,9200,0
1863,7033.333333,0
1864,500,12857.14286
1865,24916.66667,13594.28571
1866,4333.333333,19285.71429
1867,17166.66667,0
1868,20866.66667,0
1869,6480,0
1870,11666.66667,34285.71429
1871,15533.33333,2428.571429
1872,2433.333333,15471.42857
1873,8000,2857.142857
1874,7200,0
1875,5800,0
1876,3600,5428.571429
1877,1983.333333,5714.285714
1878,21000,0
1879,333.3333333,6257.142857
1880,3333.333333,22142.85714
1881,36066.66667,0
1882,31266.66667,0
1883,19450,0
1884,4926.666667,0
1885,3400,8571.428571
1886,5300,14011.42857
1887,6666.666667,5000
1888,3480,0
1889,4320,0
1890,11280,0
1891,8000,10285.71429
1892,16683.33333,8014.285714
1893,216.6666667,13571.42857
1894,7166.666667,857.1428571
1895,40000,0
1896,8500,12857.14286
1897,0,5714.285714
1898,15526.66667,0
1899,15120,1857.142857
1900,60,15142.85714
1901,35533.33333,0
1902,2883.333333,8621.428571
1903,14370,9841.428571
1904,16000,12571.42857
1905,39800,21371.42857
1906,3000,0
1907,6666.666667,6771.428571
1908,1050,8014.285714
1909,2910,8167.142857
1910,2533.333333,15714.28571
1911,16000,0
1912,0,10714.28571
1913,0,12142.85714
1914,5000,0
1915,2500,4571.428571
1916,3480,15714.28571
1917,14400,14310
1918,4716.666667,15714.28571
1919,0,13714.28571
1920,600,4285.714286
1921,0,18571.42857
1922,5300,15178.57143
1923,12193.33333,0
1924,1343.333333,1142.857143
1925,12000,14142.85714
1926,2433.333333,14714.28571
1927,350,12142.85714
1928,25166.66667,6785.714286
1929,26010,1581.428571
1930,23600,12857.14286
1931,18493.33333,10285.71429
1932,38300,19585.71429
1933,1666.666667,11428.57143
1934,200,17142.85714
1935,6400,10714.28571
1936,20,14121.42857
1937,21766.66667,7100
1938,8333.333333,12142.85714
1939,5000,12857.14286
1940,21666.66667,13571.42857
1941,3333.333333,19285.71429
1942,54053.33333,262.8571429
1943,10053.33333,0
1944,6000,14285.71429
1945,23706.66667,0
1946,1333.333333,20000
1947,36316.66667,18114.28571
1948,7560,0
1949,13333.33333,24285.71429
1950,2333.333333,10000
1951,5600,0
1952,0,7857.142857
1953,0,7000
1954,2433.333333,17528.57143
1955,333.3333333,18000
1956,3683.333333,7838.571429
1957,333.3333333,12857.14286
1958,6000,22857.14286
1959,833.3333333,28571.42857
1960,0,3000
1961,0,12000
1962,6316.666667,0
1963,0,7142.857143
1964,32423.33333,5852.857143
1965,29796.66667,21142.85714
1966,26866.66667,0
1967,5630,10428.57143
1968,17000,11428.57143
1969,3666.666667,11428.57143
1970,20000,9857.142857
1971,5666.666667,5142.857143
1972,3900,5000
1973,5310,6685.714286
1974,3333.333333,39285.71429
1975,19706.66667,0
1976,12666.66667,3142.857143
1977,11626.66667,13160
1978,0,13042.85714
1979,3040,0
1980,3333.333333,4457.142857
1981,1500,3714.285714
1982,5316.666667,0
1983,11666.66667,7042.857143
1984,9166.666667,7500
1985,6050,5378.571429
1986,0,2714.285714
1987,21666.66667,11142.85714
1988,433.3333333,4642.857143
1989,250,8857.142857
1990,0,31428.57143
1991,3240,0
1992,18733.33333,11528.57143
1993,720,11285.71429
1994,0,1700
1995,653.3333333,12857.14286
1996,3880,0
1997,10000,4285.714286
1998,4680,0
1999,4333.333333,5000
2000,1673.333333,9714.285714
2001,0,13142.85714
2002,16.66666667,5714.285714
2003,3000,11142.85714
2004,8333.333333,7571.428571
2005,5833.333333,11857.14286
2006,9440,0
2007,1746.666667,9428.571429
2008,366.6666667,4728.571429
2009,8880,0
2010,0,10428.57143
2011,0,8781.428571
2012,1666.666667,7857.142857
2013,0,9964.285714
2014,6000,0
2015,13100,19300
2016,0,6571.428571
2017,6400,0
2018,0,14285.71429
2019,45333.33333,0
2020,6000,0
2021,9453.333333,11738.57143
2022,50,6428.571429
2023,4456.666667,0
2024,0,3571.428571
2025,0,7285.714286
2026,10000,0
2027,8666.666667,9857.142857
2028,0,8142.857143
2029,666.6666667,35714.28571
2030,4120,0
2031,0,4285.714286
2032,11943.33333,10285.71429
2033,0,10714.28571
2034,15000,2485.714286
2035,0,13214.28571
2036,17933.33333,8000
2037,5376.666667,1571.428571
2038,0,12857.14286
2039,666.6666667,9285.714286
2040,37666.66667,7142.857143
2041,0,10000
2042,5560,2000
2043,4000,9428.571429
2044,4120,2107.142857
2045,833.3333333,7028.571429
2046,0,22142.85714
2047,0,3642.857143
2048,2000,6714.285714
2049,15000,14571.42857
2050,123.3333333,3571.428571
2051,19160,0
2052,1800,9428.571429
2053,9666.666667,9285.714286
2054,4000,7428.571429
2055,1066.666667,9834.285714
2056,0,15714.28571
2057,8593.333333,0
2058,11166.66667,8628.571429
2059,0,7857.142857
2060,800,6308.571429
2061,1446.666667,17142.85714
2062,0,5000
2063,23000,25714.28571
2064,24200,14000
2065,2666.666667,7742.857143
2066,3083.333333,14285.71429
2067,500,3571.428571
2068,16226.66667,17142.85714
2069,8333.333333,14285.71429
2070,6000,12571.42857
2071,6266.666667,428.5714286
2072,14120,5428.571429
2073,3200,514.2857143
2074,5440,7000
2075,166.6666667,11142.85714
2076,1333.333333,17142.85714
2077,0,7665.714286
2078,0,4644.285714
2079,0,4357.142857
2080,0,1571.428571
2081,3040,0
2082,7686.666667,0
2083,7666.666667,0
2084,4933.333333,25000
2085,3666.666667,9685.714286
2086,20533.33333,1285.714286
2087,16666.66667,11071.42857
2088,33166.66667,0
2089,18720,14285.71429
2090,0,18857.14286
2091,20833.33333,19428.57143
2092,31066.66667,0
2093,0,3142.857143
2094,4800,12285.71429
2095,16733.33333,6085.714286
2096,11356.66667,0
2097,4480,0
2098,0,11428.57143
2099,0,12857.14286
2100,0,7530
2101,6966.666667,0
2102,18000,7444.285714
2103,10040,8285.714286
2104,0,11374.28571
2105,1800,8571.428571
2106,0,14714.28571
2107,43.33333333,24714.28571
2108,14333.33333,2897.142857
2109,10000,8571.428571
2110,1733.333333,10000
2111,600,12945.71429
2112,20000,785.7142857
2113,2426.666667,6900
2114,833.3333333,15714.28571
2115,3333.333333,4285.714286
2116,1000,11714.28571
2117,2333.333333,28571.42857
2118,15383.33333,14000
2119,16666.66667,10000
2120,5550,13092.85714
2121,19733.33333,0
2122,20136.66667,0
2123,666.6666667,22428.57143
2124,25000,10428.57143
2125,10000,15714.28571
2126,5800,14285.71429
2127,8166.666667,11321.42857
2128,6666.666667,14571.42857
2129,21100,12171.42857
2130,13333.33333,11428.57143
2131,10000,5714.285714
2132,10413.33333,3012.857143
2133,1333.333333,31428.57143
2134,6510,2228.571429
2135,0,42857.14286
2136,17333.33333,15142.85714
2137,25133.33333,10285.71429
2138,66.66666667,15714.28571
2139,0,6571.428571
2140,4000,0
2141,16333.33333,14285.71429
2142,4133.333333,10000
2143,0,3928.571429
2144,183.3333333,4714.285714
2145,24490,285.7142857
2146,4766.666667,5100
2147,6136.666667,0
2148,17953.33333,0
2149,2100,8571.428571
2150,28626.66667,0
2151,0,6104.285714
2152,9226.666667,0
2153,23333.33333,1428.571429
2154,19613.33333,14662.85714
2155,1666.666667,1428.571429
2156,3733.333333,257.1428571
2157,1806.666667,0
2158,11640,0
2159,1800,13714.28571
2160,9600,5142.857143
2161,0,10000
2162,5486.666667,0
2163,1566.666667,11142.85714
2164,13333.33333,10000
2165,3343.333333,19642.85714
2166,7250,10285.71429
2167,6026.666667,6857.142857
2168,0,9285.714286
2169,0,20000
2170,133.3333333,6714.285714
2171,8166.666667,0
2172,12400,7225.714286
2173,166.6666667,7251.428571
2174,3933.333333,28571.42857
2175,28700,6685.714286
2176,21333.33333,1142.857143
2177,28333.33333,17857.14286
2178,23333.33333,22142.85714
2179,36133.33333,0
2180,4166.666667,7485.714286
2181,12000,0
2182,26666.66667,7142.857143
2183,24000,0
2184,11360,1714.285714
2185,17146.66667,4000
2186,130,10714.28571
2187,20886.66667,14498.57143
2188,2666.666667,214.2857143
2189,37916.66667,9792.857143
2190,11196.66667,4271.428571
2191,0,9942.857143
2192,16733.33333,2285.714286
2193,9860,8285.714286
2194,3000,13162.85714
2195,6640,6440
2196,18700,6857.142857
2197,833.3333333,21428.57143
2198,7430,11332.85714
2199,20000,13342.85714
2200,11256.66667,7538.571429
2201,0,7142.857143
2202,5000,4285.714286
2203,0,6285.714286
2204,41733.33333,10000
2205,12726.66667,2142.857143
2206,800,7142.857143
2207,0,15000
2208,10400,13857.14286
2209,2333.333333,14714.28571
2210,20196.66667,2857.142857
2211,50,12857.14286
2212,8333.333333,18571.42857
2213,0,6200
2214,16333.33333,9428.571429
2215,5933.333333,71.42857143
2216,25333.33333,0
2217,17920,0
2218,11666.66667,8571.428571
2219,17666.66667,0
2220,102666.6667,0
2221,0,15000
2222,6906.666667,0
2223,23333.33333,17288.57143
2224,40023.33333,16531.42857
2225,15023.33333,11428.57143
2226,66400,17257.14286
2227,133.3333333,12571.42857
2228,0,9428.571429
2229,9033.333333,5785.714286
2230,53446.66667,0
2231,38026.66667,28571.42857
2232,8920,0
2233,55400,6485.714286
2234,18000,21428.57143
2235,3333.333333,9942.857143
2236,1000,18571.42857
2237,250,14285.71429
2238,0,17142.85714
2239,3380,14285.71429
2240,5980,18907.14286
2241,2666.666667,9714.285714
2242,13966.66667,11857.14286
2243,20000,42857.14286
2244,400,18571.42857
2245,18566.66667,17571.42857
2246,3333.333333,10000
2247,7706.666667,107.1428571
2248,7600,0
2249,12153.33333,16357.14286
2250,0,14285.71429
2251,0,16428.57143
2252,273.3333333,15714.28571
2253,4440,0
2254,3400,3642.857143
2255,2000,6428.571429
2256,7516.666667,1357.142857
2257,4000,9285.714286
2258,933.3333333,5600
2259,0,7428.571429
2260,9663.333333,7072.857143
2261,4813.333333,1714.285714
2262,9000,271.4285714
2263,6666.666667,0
2264,46750,9821.428571
2265,150,7357.142857
2266,9520,0
2267,7720,0
2268,14583.33333,11035.71429
2269,0,31428.57143
2270,8833.333333,14357.14286
2271,0,7142.857143
2272,13066.66667,17142.85714
2273,12173.33333,11925.71429
2274,41210,20195.71429
2275,760,7142.857143
2276,3123.333333,8571.428571
2277,2500,9642.857143
2278,10693.33333,9388.571429
2279,40000,0
2280,21666.66667,14714.28571
2281,14723.33333,8797.142857
2282,10633.33333,10085.71429
2283,133.3333333,4285.714286
2284,6666.666667,10214.28571
2285,5366.666667,0
2286,22093.33333,571.4285714
2287,29250,12910
2288,16723.33333,12857.14286
2289,2600,14102.85714
2290,3200,4875.714286
2291,1333.333333,9285.714286
2292,3906.666667,0
2293,7200,0
2294,5560,137.1428571
2295,5720,0
2296,17500,13285.71429
2297,2333.333333,7142.857143
2298,10666.66667,10142.85714
2299,0,10495.71429
2300,11666.66667,3525.714286
2301,4750,3285.714286
2302,546.6666667,6600
2303,0,14285.71429
2304,22333.33333,2117.142857
2305,1666.666667,2142.857143
2306,9566.666667,1200
2307,66.66666667,3285.714286
2308,2233.333333,3142.857143
2309,0,15428.57143
2310,1550,12285.71429
2311,12150,5557.142857
2312,12120,0
2313,5600,8014.285714
2314,10000,5714.285714
2315,6126.666667,0
2316,17090,0
2317,1666.666667,2142.857143
2318,1833.333333,4714.285714
2319,0,6714.285714
2320,6666.666667,5714.285714
2321,0,14285.71429
2322,0,14140
2323,8346.666667,7828.571429
2324,5800,0
2325,916.6666667,11428.57143
2326,4666.666667,9285.714286
2327,6733.333333,0
2328,21666.66667,18571.42857
2329,10666.66667,12000
2330,416.6666667,10000
2331,9000,13928.57143
2332,18910,0
2333,37816.66667,19007.14286
2334,0,8571.428571
2335,11000,7857.142857
2336,13333.33333,6857.142857
2337,12933.33333,14285.71429
2338,2333.333333,8464.285714
2339,4260,0
2340,0,15000
2341,16000,0
2342,14386.66667,0
2343,16496.66667,10305.71429
2344,12693.33333,9285.714286
